,,,2020-03-01 00:00:00,2020-03-01 00:00:00,2020-04-01 00:00:00,2020-04-01 00:00:00,2020-05-01 00:00:00,2020-05-01 00:00:00,2020-06-01 00:00:00,2020-06-01 00:00:00,2020-07-01 00:00:00,2020-07-01 00:00:00,2020-08-01 00:00:00,2020-08-01 00:00:00,2020-09-01 00:00:00,2020-09-01 00:00:00,2020-10-01 00:00:00,2020-10-01 00:00:00,2020-11-01 00:00:00,2020-11-01 00:00:00,2020-12-01 00:00:00,2020-12-01 00:00:00,2021-01-01 00:00:00,2021-01-01 00:00:00,2021-02-01 00:00:00,2021-02-01 00:00:00,2021-03-01 00:00:00,2021-03-01 00:00:00,2021-04-01 00:00:00,2021-04-01 00:00:00,2021-05-01 00:00:00,2021-05-01 00:00:00,2021-06-01 00:00:00,2021-06-01 00:00:00
santa.cruz,charagua,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1
santa.cruz,colpa belgica,20-39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,colpa belgica,50-59,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,colpa belgica,>= 60,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,comarapa,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,concepcion,20-39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,concepcion,40-49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,concepcion,50-59,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,concepcion,>= 60,0,0,0,0,1,0,0,2,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,cotoca,0-19,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,cotoca,20-39,0,0,0,0,0,0,1,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,cotoca,40-49,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
santa.cruz,cotoca,50-59,0,0,0,0,1,0,3,8,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,4,0,5
santa.cruz,cotoca,>= 60,0,0,0,0,1,1,10,17,5,5,1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,4,5,4,1
santa.cruz,cuatro canadas,20-39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,cuatro canadas,40-49,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,cuatro canadas,50-59,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
santa.cruz,cuatro canadas,>= 60,0,0,0,0,0,1,3,5,2,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
santa.cruz,el puente(stc),50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,el puente(stc),>= 60,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,el torno,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,el torno,20-39,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
santa.cruz,el torno,40-49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0
santa.cruz,el torno,50-59,0,0,0,0,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,3,1,0
santa.cruz,el torno,>= 60,0,0,0,0,3,2,4,7,5,6,4,2,1,1,1,0,0,0,0,0,5,9,3,2,2,4,1,0,4,5,1,3
santa.cruz,fernandez alonso,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
santa.cruz,fernandez alonso,>= 60,0,0,0,0,0,0,0,0,2,1,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2
santa.cruz,general saavedra,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,general saavedra,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,general saavedra,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,general saavedra,>= 60,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,0,0
santa.cruz,gutierrez,40-49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,gutierrez,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,la guardia,20-39,0,0,0,0,0,0,1,1,3,3,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,3,0,0
santa.cruz,la guardia,40-49,0,0,0,0,0,2,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
santa.cruz,la guardia,50-59,0,0,0,0,1,1,4,3,1,1,0,2,0,0,0,1,0,0,0,1,1,3,0,2,1,0,0,0,3,3,1,1
santa.cruz,la guardia,>= 60,0,0,0,0,4,4,7,13,5,7,1,2,0,1,0,0,0,0,2,1,9,8,3,4,1,1,1,4,4,12,1,1
santa.cruz,lagunillas,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
santa.cruz,mairana,20-39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,mairana,40-49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,mairana,50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,mairana,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,mineros,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,mineros,40-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
santa.cruz,mineros,50-59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,mineros,>= 60,0,0,0,0,2,2,1,0,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2
santa.cruz,montero,20-39,0,0,0,0,0,1,2,2,1,1,2,3,0,1,1,0,0,0,0,1,3,2,1,0,0,0,0,0,0,1,4,1
santa.cruz,montero,40-49,0,0,0,0,1,6,4,5,1,6,0,1,0,0,0,0,0,0,0,0,2,5,1,1,1,2,0,0,2,7,1,0
santa.cruz,montero,50-59,0,0,0,0,7,5,2,14,6,3,2,6,3,1,0,3,0,0,0,0,1,7,3,4,0,4,1,2,1,9,6,1
santa.cruz,montero,>= 60,0,2,2,2,8,21,17,45,9,35,3,21,2,3,0,3,0,1,1,0,8,20,8,15,1,5,4,4,16,10,7,12
santa.cruz,moro moro,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
santa.cruz,okinawa,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,okinawa,50-59,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,okinawa,>= 60,0,0,0,0,0,2,4,10,3,3,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
santa.cruz,pailon,0-19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,pailon,20-39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
santa.cruz,pailon,40-49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
santa.cruz,pailon,50-59,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
santa.cruz,pailon,>= 60,0,0,0,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
santa.cruz,pampa grande,50-59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,pampa grande,>= 60,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,porongo,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,porongo,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
santa.cruz,porongo,>= 60,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
santa.cruz,portachuelo,20-39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,portachuelo,50-59,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,portachuelo,>= 60,0,0,0,0,4,1,1,5,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
santa.cruz,pucara,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,20-39,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,40-49,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,50-59,0,0,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto quijarro,>= 60,0,0,0,1,0,1,7,7,3,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,0-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,20-39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,40-49,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,50-59,0,0,0,0,0,0,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,puerto suarez,>= 60,3,0,2,1,2,4,5,16,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,quirusillas,>= 60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
santa.cruz,robore,0-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,20-39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,40-49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,50-59,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,robore,>= 60,0,0,0,0,0,0,0,1,3,3,2,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
santa.cruz,saipina,50-59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,samaipata,>= 60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
santa.cruz,san antonio de lomerio,>= 60,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san carlos,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san carlos,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,san carlos,>= 60,0,0,0,0,0,1,3,5,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,san ignacio de velasco,0-19,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,20-39,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,san ignacio de velasco,40-49,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ignacio de velasco,50-59,0,0,0,0,0,0,3,6,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
santa.cruz,san ignacio de velasco,>= 60,0,0,0,0,0,0,13,23,7,13,3,7,1,3,0,1,0,0,0,0,1,2,1,2,1,3,1,1,2,4,0,3
santa.cruz,san javier(stc),20-39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san javier(stc),40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,san javier(stc),50-59,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,san javier(stc),>= 60,0,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
santa.cruz,san jose de chiquitos,20-39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,san jose de chiquitos,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
santa.cruz,san jose de chiquitos,50-59,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
santa.cruz,san jose de chiquitos,>= 60,0,0,0,0,0,1,1,6,1,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
santa.cruz,san juan de yapacani,50-59,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san juan de yapacani,>= 60,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,san julian,20-39,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,san julian,40-49,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
santa.cruz,san julian,50-59,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1
santa.cruz,san julian,>= 60,0,0,0,0,0,0,3,6,2,7,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,1,2,0,0
santa.cruz,san matias,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san matias,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san matias,50-59,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san matias,>= 60,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san miguel de velasco,0-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san miguel de velasco,50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san miguel de velasco,>= 60,0,0,0,0,0,0,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0
santa.cruz,san pedro,40-49,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
santa.cruz,san pedro,>= 60,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0
santa.cruz,san rafael,>= 60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,san ramon scz,20-39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,san ramon scz,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,san ramon scz,50-59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
santa.cruz,san ramon scz,>= 60,0,0,0,0,0,0,1,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
santa.cruz,santa cruz de la sierra,0-19,0,0,0,4,1,5,6,6,5,9,0,3,4,1,1,1,1,1,1,1,2,3,1,3,0,1,1,3,2,0,0,0
santa.cruz,santa cruz de la sierra,20-39,0,0,2,2,5,15,30,58,14,37,8,14,1,9,3,1,2,1,2,3,5,20,4,4,4,3,4,9,12,18,9,9
santa.cruz,santa cruz de la sierra,40-49,0,1,1,3,4,26,37,123,24,60,13,35,4,12,1,3,0,1,5,5,7,28,13,17,10,8,7,10,15,34,3,21
santa.cruz,santa cruz de la sierra,50-59,0,1,2,5,21,66,92,201,41,140,22,59,10,25,7,6,2,5,9,8,32,72,15,30,7,13,10,22,45,59,14,25
santa.cruz,santa cruz de la sierra,>= 60,2,0,7,10,67,121,264,555,183,364,86,159,41,77,27,32,7,16,34,39,136,263,49,110,37,58,43,48,111,133,15,44
santa.cruz,santa rosa del sara,40-49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,santa rosa del sara,>= 60,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,trigal,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
santa.cruz,vallegrande,50-59,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,vallegrande,>= 60,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0
santa.cruz,warnes,0-19,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,warnes,20-39,0,0,0,0,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
santa.cruz,warnes,40-49,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,warnes,50-59,0,0,0,0,1,0,1,6,2,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
santa.cruz,warnes,>= 60,0,0,0,1,1,2,13,31,4,11,0,2,0,0,0,0,0,1,0,0,0,6,1,3,0,0,1,0,2,0,0,1
santa.cruz,yapacani,20-39,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,yapacani,40-49,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,yapacani,50-59,0,0,0,0,0,0,2,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa.cruz,yapacani,>= 60,0,0,0,0,0,1,1,19,2,6,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0
beni,guayaramerin,20-39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
beni,guayaramerin,40-49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,0,1,0,0
beni,guayaramerin,50-59,0,0,0,0,0,1,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,2,4,0,1,0,0
beni,guayaramerin,>= 60,0,0,0,0,1,0,7,12,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,1,5,5,1,7,0,0,0,1
beni,reyes,50-59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,reyes,>= 60,0,0,0,0,0,0,0,0,0,0,1,4,2,2,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
beni,riberalta,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,riberalta,20-39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
beni,riberalta,40-49,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,0
beni,riberalta,50-59,0,0,0,0,0,0,2,2,5,6,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
beni,riberalta,>= 60,0,0,0,0,0,0,2,4,2,17,2,2,0,0,0,1,0,0,0,0,1,0,0,1,2,5,3,3,0,1,0,1
beni,rurrenabaque,40-49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,rurrenabaque,50-59,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,rurrenabaque,>= 60,0,0,0,0,0,0,0,0,1,1,1,4,3,3,0,0,0,0,0,0,0,0,0,1,1,2,0,2,1,0,0,0
beni,san ignacio,40-49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
beni,san ignacio,50-59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
beni,san ignacio,>= 60,0,0,0,0,0,0,0,0,3,6,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
beni,santa ana,20-39,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,santa ana,40-49,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,santa ana,50-59,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,santa ana,>= 60,0,0,0,0,0,1,0,0,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beni,santa rosa,50-59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
beni,santa rosa,>= 60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
beni,trinidad,0-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
beni,trinidad,20-39,0,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
beni,trinidad,40-49,0,0,0,0,0,1,3,2,0,0,1,1,0,2,0,1,0,0,0,0,2,2,0,1,0,0,2,1,1,1,0,0
beni,trinidad,50-59,0,0,0,0,2,4,3,1,1,2,0,2,0,3,0,1,0,0,0,0,0,2,1,2,0,0,0,1,1,3,0,0
